id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-1116745,2023-01-05,000001,Vente,208000,30,,RUE THIERS,6930,83200,83137,Toulon,83,,,83137000CY0616,,,152,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.916976,43.131164
2023-1116745,2023-01-05,000001,Vente,208000,289,,CHE DE PLAISANCE,5845,83200,83137,Toulon,83,,,83137000CY0616,,,404,,405,78.46,,,,,,,2,2,Appartement,81,4,,,,,,5.916976,43.131164
2023-1116745,2023-01-05,000001,Vente,208000,30,,RUE THIERS,6930,83200,83137,Toulon,83,,,83137000CY0616,,,469,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.916976,43.131164
2023-1116746,2023-01-05,000001,Vente,77500,383,,RUE JEAN JAURES,3895,83000,83137,Toulon,83,,,83137000CO0367,,,15,,,,,,,,,,1,2,Appartement,18,1,,,,,,5.930958,43.124235
2023-1116751,2023-01-04,000001,Vente,91870,22,,BD LEON BOURGEOIS,4400,83100,83137,Toulon,83,,,83137000CD0073,,,13,39.7,,,,,,,,,1,2,Appartement,40,2,,,,,,5.947914,43.122829
2023-1116752,2023-01-03,000001,Vente,19000,677,,RUE DAVID,2105,83200,83137,Toulon,83,,,83137000DR0082,,,217,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.887545,43.138559
2023-1116754,2023-01-03,000001,Vente,139000,7,,RUE DANES DE MARLY,2055,83000,83137,Toulon,83,,,83137000CZ0259,,,8,,,,,,,,,,1,2,Appartement,48,2,,,,,,5.921616,43.135619
2023-1116767,2023-01-06,000001,Vente,96180,35,,RUE ESSELIER,2675,83000,83137,Toulon,83,,,83137000BV0008,,,7,22,,,,,,,,,1,2,Appartement,24,1,,,,,,5.939779,43.112753
2023-1116768,2023-01-10,000001,Vente,513350,5,,RUE GIMELLI,3385,83000,83137,Toulon,83,,,83137000CO0238,,,15,178,,,,,,,,,1,2,Appartement,178,6,,,,,,5.927699,43.127239
2023-1116768,2023-01-10,000001,Vente,513350,5,,RUE GIMELLI,3385,83000,83137,Toulon,83,,,83137000CO0238,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.927699,43.127239
2023-1116770,2023-01-10,000001,Vente,416250,3,,RUE DE LA MARETTE,4865,83000,83137,Toulon,83,,,83137000AO0422,,,,,,,,,,,,,0,1,Maison,108,4,S,sols,,,198,5.936051,43.13205
2023-1116772,2023-01-03,000001,Vente,106900,158,,AV SGT GABRIEL JOURDAN,6740,83100,83137,Toulon,83,,,83137000AW0244,,,32,,47,65,,,,,,,2,2,Appartement,64,4,,,,,,5.978928,43.131642
2023-1116772,2023-01-03,000001,Vente,106900,158,,AV SGT GABRIEL JOURDAN,6740,83100,83137,Toulon,83,,,83137000AW0244,,,32,,47,65,,,,,,,2,3,Dépendance,,0,,,,,,5.978928,43.131642
2023-1116780,2023-01-09,000001,Vente,153000,15,,RUE MATHIEU,4954,83200,83137,Toulon,83,,,83137000CW0041,,,25,70.85,,,,,,,,,1,2,Appartement,65,4,,,,,,5.903776,43.128794
2023-1116780,2023-01-09,000001,Vente,153000,15,,RUE MATHIEU,4954,83200,83137,Toulon,83,,,83137000CW0041,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.903776,43.128794
2023-1116780,2023-01-09,000001,Vente,153000,15,,RUE MATHIEU,4954,83200,83137,Toulon,83,,,83137000CW0041,,,25,70.85,,,,,,,,,1,3,Dépendance,,0,,,,,,5.903776,43.128794
2023-1116783,2023-01-05,000001,Vente,285000,9001,,RUE DES FRERES GAY,3087,83000,83137,Toulon,83,,,83137000BX0355,,,101,,224,,,,,,,,2,2,Appartement,84,3,,,,,,5.934764,43.110962
2023-1116783,2023-01-05,000001,Vente,285000,9001,,RUE DES FRERES GAY,3087,83000,83137,Toulon,83,,,83137000BX0355,,,101,,224,,,,,,,,2,3,Dépendance,,0,,,,,,5.934764,43.110962
2023-1116789,2023-01-04,000001,Vente,90000,274,,AV AMIRAL COLLET,0205,83000,83137,Toulon,83,,,83137000CY0556,,,25,,33,56.24,,,,,,,2,2,Appartement,55,3,,,,,,5.923003,43.128895
2023-1116789,2023-01-04,000001,Vente,90000,274,,AV AMIRAL COLLET,0205,83000,83137,Toulon,83,,,83137000CY0556,,,25,,33,56.24,,,,,,,2,3,Dépendance,,0,,,,,,5.923003,43.128895
2023-1116794,2023-01-13,000001,Vente,396000,26,,RUE MICHEL MUSCATELLI,5150,83000,83137,Toulon,83,,,83137000AR0716,,,5,73,7,,,,,,,,2,2,Appartement,70,2,,,,,,5.949174,43.128359
2023-1116794,2023-01-13,000001,Vente,396000,26,,RUE MICHEL MUSCATELLI,5150,83000,83137,Toulon,83,,,83137000AR0716,,,5,73,7,,,,,,,,2,3,Dépendance,,0,,,,,,5.949174,43.128359
2023-1116794,2023-01-13,000001,Vente,396000,26,,RUE MICHEL MUSCATELLI,5150,83000,83137,Toulon,83,,,83137000AR0716,,,5,73,7,,,,,,,,2,3,Dépendance,,0,,,,,,5.949174,43.128359
2023-1116794,2023-01-13,000001,Vente,396000,,,RUE MICHEL MUSCATELLI,5150,83000,83137,Toulon,83,,,83137000AR0717,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,161,5.949225,43.128233
2023-1116796,2023-01-03,000001,Vente,127570,231,,RUE JEAN JAURES,3895,83000,83137,Toulon,83,,,83137000CO0182,,,12,40,5,,,,,,,,2,3,Dépendance,,0,,,,,,5.929242,43.124543
2023-1116796,2023-01-03,000001,Vente,127570,231,,RUE JEAN JAURES,3895,83000,83137,Toulon,83,,,83137000CO0182,,,12,40,5,,,,,,,,2,2,Appartement,43,2,,,,,,5.929242,43.124543
2023-1116799,2023-01-06,000001,Vente,65000,6,,RUE DE POMET,5870,83000,83137,Toulon,83,,,83137000CN0640,,,4,,,,,,,,,,1,2,Appartement,33,2,,,,,,5.932206,43.123656
2023-1116807,2023-01-12,000001,Vente,12600,,,CHE DE MOGADOR,5210,83000,83137,Toulon,83,,,83137000BS0636,,,,,,,,,,,,,0,,,,,L,landes,,,48,5.954357,43.108855
2023-1116835,2023-01-17,000001,Vente,135000,156,,RUE LULLI,4698,83000,83137,Toulon,83,,,83137000CD0314,,,130,62.25,,,,,,,,,1,3,Dépendance,,0,,,,,,5.943884,43.119125
2023-1116835,2023-01-17,000001,Vente,135000,156,,RUE LULLI,4698,83000,83137,Toulon,83,,,83137000CD0314,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.943884,43.119125
2023-1116835,2023-01-17,000001,Vente,135000,156,,RUE LULLI,4698,83000,83137,Toulon,83,,,83137000CD0314,,,130,62.25,,,,,,,,,1,2,Appartement,61,3,,,,,,5.943884,43.119125
2023-1116839,2023-01-10,000001,Vente,375000,12,,RUE CASTEL,1260,83000,83137,Toulon,83,,,83137000BV0674,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,94,5.938742,43.111272
2023-1116847,2023-01-12,000001,Vente,24000,409,,CHE DU FORT ROUGE,2925,83200,83137,Toulon,83,,,83137000EW0281,,,161,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.91625,43.141928
2023-1116849,2023-01-04,000001,Vente en l'état futur d'achèvement,35000,,,COR GENERAL DE GAULLE,3258,83000,83137,Toulon,83,,,83137000BM0012,,,20,,,,,,,,,,1,,,,,,,,,,5.966952,43.108976
2023-1116850,2023-01-16,000001,Vente,126000,127,,AV ANDRE AMPERE,0290,83100,83137,Toulon,83,,,83137000AT0578,,,15,,26,,,,,,,,2,2,Appartement,55,3,,,,,,5.964846,43.129302
2023-1116850,2023-01-16,000001,Vente,126000,127,,AV ANDRE AMPERE,0290,83100,83137,Toulon,83,,,83137000AT0578,,,15,,26,,,,,,,,2,3,Dépendance,,0,,,,,,5.964846,43.129302
2023-1116851,2023-01-02,000001,Vente en l'état futur d'achèvement,217000,,,RUE DE MONTSERRAT,5315,83200,83137,Toulon,83,,,83137000EI0097,,,28,,,,,,,,,,1,,,,,,,,,,5.887168,43.143791
2023-1116851,2023-01-02,000001,Vente en l'état futur d'achèvement,217000,,,RUE DE MONTSERRAT,5315,83200,83137,Toulon,83,,,83137000EI0097,,,65,,,,,,,,,,1,,,,,,,,,,5.887168,43.143791
2023-1116851,2023-01-02,000001,Vente en l'état futur d'achèvement,217000,,,RUE DE MONTSERRAT,5315,83200,83137,Toulon,83,,,83137000EI0097,,,53,,,,,,,,,,1,,,,,,,,,,5.887168,43.143791
2023-1116854,2023-01-12,000001,Vente,222200,28,,AV DU LAS,4325,83200,83137,Toulon,83,,,83137000CY0366,,,264,,332,89.64,,,,,,,2,3,Dépendance,,0,,,,,,5.916868,43.127669
2023-1116854,2023-01-12,000001,Vente,222200,28,,AV DU LAS,4325,83200,83137,Toulon,83,,,83137000CY0366,,,264,,332,89.64,,,,,,,2,2,Appartement,90,5,,,,,,5.916868,43.127669
2023-1116854,2023-01-12,000001,Vente,222200,28,,AV DU LAS,4325,83200,83137,Toulon,83,,,83137000CY0366,,,363,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.916868,43.127669
2023-1116858,2023-01-10,000001,Vente,200000,31,,RUE CASTILLON,1285,83000,83137,Toulon,83,,,83137000BV0191,,,10,,37,53.2,,,,,,,2,2,Appartement,52,3,,,,,,5.939911,43.110668
2023-1116858,2023-01-10,000001,Vente,200000,31,,RUE CASTILLON,1285,83000,83137,Toulon,83,,,83137000BV0191,,,10,,37,53.2,,,,,,,2,3,Dépendance,,0,,,,,,5.939911,43.110668
2023-1116858,2023-01-10,000001,Vente,200000,31,,RUE CASTILLON,1285,83000,83137,Toulon,83,,,83137000BV0191,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.939911,43.110668
2023-1116861,2023-01-17,000001,Vente,280000,5,,MTE JULES VERNE,4120,83000,83137,Toulon,83,,,83137000BW0095,,,1,,44,62.63,,,,,,,2,3,Dépendance,,0,,,,,,5.931369,43.107679
2023-1116861,2023-01-17,000001,Vente,280000,5,,MTE JULES VERNE,4120,83000,83137,Toulon,83,,,83137000BW0095,,,1,,44,62.63,,,,,,,2,2,Appartement,61,3,,,,,,5.931369,43.107679
2023-1116866,2023-01-03,000001,Vente,118250,151,,AV GENERAL GOURAUD,3270,83200,83137,Toulon,83,,,83137000CZ0028,,,3,78.44,,,,,,,,,1,3,Dépendance,,0,,,,,,5.916532,43.133893
2023-1116866,2023-01-03,000001,Vente,118250,151,,AV GENERAL GOURAUD,3270,83200,83137,Toulon,83,,,83137000CZ0028,,,3,78.44,,,,,,,,,1,2,Appartement,75,3,,,,,,5.916532,43.133893
2023-1116868,2023-01-03,000001,Vente,190000,231,,RUE HENRI POINCARE,3590,83000,83137,Toulon,83,,,83137000CD0293,,,6,90.97,,,,,,,,,1,4,Local industriel. commercial ou assimilé,90,0,,,,,,5.941188,43.119409
2023-1116871,2023-01-12,000001,Vente,135000,31,,RUE DARIUS MILHAUD,2082,83000,83137,Toulon,83,,,83137000BZ0229,,,17,57.77,,,,,,,,,1,3,Dépendance,,0,,,,,,5.941508,43.117841
2023-1116871,2023-01-12,000001,Vente,135000,31,,RUE DARIUS MILHAUD,2082,83000,83137,Toulon,83,,,83137000BZ0229,,,17,57.77,,,,,,,,,1,2,Appartement,59,4,,,,,,5.941508,43.117841
2023-1116873,2023-01-10,000001,Vente en l'état futur d'achèvement,1070000,568,,CHE DE LA CALADE,1135,83000,83137,Toulon,83,,,83137000BO0325,,,16,,,,,,,,,,1,,,,,,,,,,5.962303,43.109467
2023-1116873,2023-01-10,000001,Vente en l'état futur d'achèvement,1070000,568,,CHE DE LA CALADE,1135,83000,83137,Toulon,83,,,83137000BO0325,,,17,,,,,,,,,,1,,,,,,,,,,5.962303,43.109467
2023-1116873,2023-01-10,000001,Vente en l'état futur d'achèvement,1070000,568,,CHE DE LA CALADE,1135,83000,83137,Toulon,83,,,83137000BO0325,,,37,,,,,,,,,,1,,,,,,,,,,5.962303,43.109467
2023-1116875,2023-01-04,000001,Vente,138000,42,,RUE GENERAL MAURICE DAVID,3235,83100,83137,Toulon,83,,,83137000AX0309,,,70,69.16,82,,,,,,,,2,2,Appartement,67,4,,,,,,5.971407,43.126471
2023-1116875,2023-01-04,000001,Vente,138000,42,,RUE GENERAL MAURICE DAVID,3235,83100,83137,Toulon,83,,,83137000AX0309,,,70,69.16,82,,,,,,,,2,3,Dépendance,,0,,,,,,5.971407,43.126471
2023-1116876,2023-01-06,000001,Vente,81000,253,,BD MARECHAL JOFFRE,4830,83100,83137,Toulon,83,,,83137000CH0409,,,3,,,,,,,,,,1,2,Appartement,38,2,,,,,,5.95121,43.123895
2023-1116878,2023-01-09,000001,Vente,79000,10,,RUE LAMARTINE,4270,83000,83137,Toulon,83,,,83137000CI0299,,,15,,,,,,,,,,1,2,Appartement,20,1,,,,,,5.943161,43.122318
2023-1116878,2023-01-09,000001,Vente,79000,10,,RUE LAMARTINE,4270,83000,83137,Toulon,83,,,83137000CI0299,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.943161,43.122318
2023-1116882,2023-01-06,000001,Vente,72375,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,15,,9,,,,,,,,2,2,Appartement,34,1,,,,,,5.909771,43.131259
2023-1116882,2023-01-06,000001,Vente,72375,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,10,,12,,,,,,,,2,2,Appartement,42,2,,,,,,5.909771,43.131259
2023-1116882,2023-01-06,000001,Vente,72375,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,15,,9,,,,,,,,2,3,Dépendance,,0,,,,,,5.909771,43.131259
2023-1116882,2023-01-06,000001,Vente,72375,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,10,,12,,,,,,,,2,3,Dépendance,,0,,,,,,5.909771,43.131259
2023-1116883,2023-01-06,000002,Vente,25000,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,3,,4,,,,,,,,2,2,Appartement,79,3,,,,,,5.909771,43.131259
2023-1116884,2023-01-06,000003,Vente,59625,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,16,,8,,,,,,,,2,3,Dépendance,,0,,,,,,5.909771,43.131259
2023-1116884,2023-01-06,000003,Vente,59625,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,16,,8,,,,,,,,2,2,Appartement,71,3,,,,,,5.909771,43.131259
2023-1116885,2023-01-06,000004,Vente,35200,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,7,,,,,,,,,,1,2,Appartement,41,2,,,,,,5.909771,43.131259
2023-1116885,2023-01-06,000004,Vente,35200,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.909771,43.131259
2023-1116886,2023-01-06,000005,Vente,57000,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,11,,5,,,,,,,,2,2,Appartement,71,3,,,,,,5.909771,43.131259
2023-1116886,2023-01-06,000005,Vente,57000,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,11,,5,,,,,,,,2,3,Dépendance,,0,,,,,,5.909771,43.131259
2023-1116887,2023-01-06,000006,Vente,28800,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,13,,6,,,,,,,,2,2,Appartement,34,1,,,,,,5.909771,43.131259
2023-1116887,2023-01-06,000006,Vente,28800,258,,AV DU 1ER BATAILLON CHOC,5950,83200,83137,Toulon,83,,,83137000CX0488,,,13,,6,,,,,,,,2,3,Dépendance,,0,,,,,,5.909771,43.131259
2023-1116895,2023-01-12,000001,Vente,63300,32,,RUE JEAN BAPTISTE PASCALIS,3825,83200,83137,Toulon,83,,,83137000CX0001,,,8,,,,,,,,,,1,2,Appartement,20,1,,,,,,5.909474,43.131999
2023-1116898,2023-01-09,000001,Vente,219000,330,,RUE JEAN PHILIPPE RAMEAU,3943,83000,83137,Toulon,83,,,83137000BZ0198,,,251,,267,82.74,,,,,,,2,3,Dépendance,,0,,,,,,5.942627,43.116786
2023-1116898,2023-01-09,000001,Vente,219000,330,,RUE JEAN PHILIPPE RAMEAU,3943,83000,83137,Toulon,83,,,83137000BZ0198,,,251,,267,82.74,,,,,,,2,3,Dépendance,,0,,,,,,5.942627,43.116786
2023-1116898,2023-01-09,000001,Vente,219000,330,,RUE JEAN PHILIPPE RAMEAU,3943,83000,83137,Toulon,83,,,83137000BZ0198,,,251,,267,82.74,,,,,,,2,2,Appartement,82,4,,,,,,5.942627,43.116786
2023-1116900,2023-01-09,000001,Vente,345000,272,,AV CLOVIS HUGUES,1660,83200,83137,Toulon,83,,,83137000DI0079,,,,,,,,,,,,,0,1,Maison,70,3,S,sols,,,170,5.905107,43.138156
2023-1116904,2023-01-09,000001,Vente,90000,246,,RUE AMIRAL NOMY,0248,83000,83137,Toulon,83,,,83137000BR0556,,,12,,34,53.26,,,,,,,2,2,Appartement,54,3,,,,,,5.948215,43.119564
2023-1116904,2023-01-09,000001,Vente,90000,246,,RUE AMIRAL NOMY,0248,83000,83137,Toulon,83,,,83137000BR0556,,,12,,34,53.26,,,,,,,2,3,Dépendance,,0,,,,,,5.948215,43.119564
2023-1116904,2023-01-09,000001,Vente,90000,246,,RUE AMIRAL NOMY,0248,83000,83137,Toulon,83,,,83137000BR0556,,,12,,34,53.26,,,,,,,2,3,Dépendance,,0,,,,,,5.948215,43.119564
2023-1116907,2023-01-09,000001,Vente,145000,346,,RUE FELIX MAYOL,2820,83200,83137,Toulon,83,,,83137000CW0470,,,48,67.05,,,,,,,,,1,4,Local industriel. commercial ou assimilé,69,0,,,,,,5.908525,43.128075
2023-1116907,2023-01-09,000001,Vente,145000,725,,AV DU 15E CORPS,6075,83200,83137,Toulon,83,,,83137000CW0470,,,93,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,11,0,,,,,,5.908525,43.128075
2023-1116909,2023-01-03,000001,Vente,438000,26,,RUE MIRABEAU,5170,83000,83137,Toulon,83,,,83137000CO0025,,,22,128.03,4,,,,,,,,2,3,Dépendance,,0,,,,,,5.930279,43.1275
2023-1116909,2023-01-03,000001,Vente,438000,26,,RUE MIRABEAU,5170,83000,83137,Toulon,83,,,83137000CO0025,,,22,128.03,4,,,,,,,,2,3,Dépendance,,0,,,,,,5.930279,43.1275
2023-1116909,2023-01-03,000001,Vente,438000,26,,RUE MIRABEAU,5170,83000,83137,Toulon,83,,,83137000CO0025,,,22,128.03,4,,,,,,,,2,2,Appartement,119,5,,,,,,5.930279,43.1275
2023-1116911,2023-01-18,000001,Vente,16800,69,,BD BARTHELEMY,0614,83200,83137,Toulon,83,,,83137000CW0145,,,238,15,,,,,,,,,1,3,Dépendance,,0,,,,,,5.907644,43.128513
2023-1116912,2023-01-06,000001,Vente,450000,347,,BD DE LA MARTILLE,4961,83000,83137,Toulon,83,,,83137000BS0717,,,38,,67,111.5,,,,,,,2,3,Dépendance,,0,,,,,,5.954007,43.110891
2023-1116912,2023-01-06,000001,Vente,450000,347,,BD DE LA MARTILLE,4961,83000,83137,Toulon,83,,,83137000BS0717,,,38,,67,111.5,,,,,,,2,2,Appartement,120,4,,,,,,5.954007,43.110891
2023-1116912,2023-01-06,000001,Vente,450000,349,,BD DE LA MARTILLE,4961,83000,83137,Toulon,83,,,83137000BS0717,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.954007,43.110891
2023-1116921,2023-01-02,000001,Vente,215397,8,,IMP DES CAMELIAS,1151,83200,83137,Toulon,83,,,83137000CY0027,,,2,70.5,,,,,,,,,1,2,Appartement,70,3,,,,,,5.918273,43.132186
2023-1116926,2023-01-05,000001,Vente,220000,42,,BD DU DOCTEUR CUNEO,2247,83000,83137,Toulon,83,,,83137000BW0100,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.931619,43.107653
2023-1116926,2023-01-05,000001,Vente,220000,42,,BD DU DOCTEUR CUNEO,2247,83000,83137,Toulon,83,,,83137000BW0100,,,14,32.92,,,,,,,,,1,2,Appartement,38,2,,,,,,5.931619,43.107653
2023-1116926,2023-01-05,000001,Vente,220000,42,,BD DU DOCTEUR CUNEO,2247,83000,83137,Toulon,83,,,83137000BW0100,,,8,47.47,,,,,,,,,1,4,Local industriel. commercial ou assimilé,40,0,,,,,,5.931619,43.107653
2023-1116942,2023-01-03,000001,Vente,1700000,413,,AV JACQUES CARTIER,3755,83000,83137,Toulon,83,,,83137000BT0257,,,118,,119,,,,,,,,2,3,Dépendance,,0,,,,,,5.943409,43.110274
2023-1116942,2023-01-03,000001,Vente,1700000,413,,AV JACQUES CARTIER,3755,83000,83137,Toulon,83,,,83137000BT0257,,,116,223,117,,,,,,,,2,3,Dépendance,,0,,,,,,5.943409,43.110274
2023-1116942,2023-01-03,000001,Vente,1700000,413,,AV JACQUES CARTIER,3755,83000,83137,Toulon,83,,,83137000BT0257,,,116,223,117,,,,,,,,2,3,Dépendance,,0,,,,,,5.943409,43.110274
2023-1116942,2023-01-03,000001,Vente,1700000,413,,AV JACQUES CARTIER,3755,83000,83137,Toulon,83,,,83137000BT0257,,,118,,119,,,,,,,,2,2,Appartement,27,1,,,,,,5.943409,43.110274
2023-1116942,2023-01-03,000001,Vente,1700000,413,,AV JACQUES CARTIER,3755,83000,83137,Toulon,83,,,83137000BT0257,,,116,223,117,,,,,,,,2,2,Appartement,202,5,,,,,,5.943409,43.110274
2023-1116942,2023-01-03,000001,Vente,1700000,413,,AV JACQUES CARTIER,3755,83000,83137,Toulon,83,,,83137000BT0257,,,151,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.943409,43.110274
2023-1116942,2023-01-03,000001,Vente,1700000,413,,AV JACQUES CARTIER,3755,83000,83137,Toulon,83,,,83137000BT0257,,,152,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.943409,43.110274
2023-1116944,2023-01-10,000001,Vente,75000,178,,AV PHILIPPE LEBON,5735,83000,83137,Toulon,83,,,83137000CI0289,,,177,20.43,,,,,,,,,1,2,Appartement,20,1,,,,,,5.940553,43.123859
2023-1116944,2023-01-10,000001,Vente,75000,178,,AV PHILIPPE LEBON,5735,83000,83137,Toulon,83,,,83137000CI0289,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.940553,43.123859
2023-1116944,2023-01-10,000001,Vente,75000,178,,AV PHILIPPE LEBON,5735,83000,83137,Toulon,83,,,83137000CI0289,,,176,20.45,,,,,,,,,1,2,Appartement,20,1,,,,,,5.940553,43.123859
2023-1116945,2023-01-10,000001,Vente,158000,1,,RUE GUIOT,3500,83000,83137,Toulon,83,,,83137000CZ0419,,,1,41.38,,,,,,,,,1,2,Appartement,45,2,,,,,,5.921907,43.134843
2023-1116945,2023-01-10,000001,Vente,158000,1,,RUE GUIOT,3500,83000,83137,Toulon,83,,,83137000CZ0419,,,1,41.38,,,,,,,,,1,3,Dépendance,,0,,,,,,5.921907,43.134843
2023-1116948,2023-01-16,000001,Vente,67175,69,,RUE PIERRE BORIES,5755,83100,83137,Toulon,83,,,83137000BE0350,,,119,21.2,,,,,,,,,1,2,Appartement,21,1,,,,,,5.956059,43.123146
2023-1116949,2023-01-09,000001,Vente,179000,737,E,CHE DE FORGENTIER,2900,83200,83137,Toulon,83,,,83137000DS0616,,,1047,,1058,70,,,,,,,2,3,Dépendance,,0,,,,,,5.896769,43.135986
2023-1116949,2023-01-09,000001,Vente,179000,737,E,CHE DE FORGENTIER,2900,83200,83137,Toulon,83,,,83137000DS0616,,,1047,,1058,70,,,,,,,2,2,Appartement,68,4,,,,,,5.896769,43.135986
2023-1116949,2023-01-09,000001,Vente,179000,737,E,CHE DE FORGENTIER,2900,83200,83137,Toulon,83,,,83137000DS0616,,,2045,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.896769,43.135986
2023-1116951,2023-01-13,000001,Vente,11000,345,,BD DOCTEUR FRANCOIS FENELON,2280,83200,83137,Toulon,83,,,83137000CX0012,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.911854,43.131729
2023-1116952,2023-01-12,000001,Vente,288200,7,,AV PRE DES PECHEURS,5940,83000,83137,Toulon,83,,,83137000BV0266,,,13,60.18,15,,,,,,,,2,3,Dépendance,,0,,,,,,5.94012,43.108873
2023-1116952,2023-01-12,000001,Vente,288200,7,,AV PRE DES PECHEURS,5940,83000,83137,Toulon,83,,,83137000BV0266,,,13,60.18,15,,,,,,,,2,2,Appartement,59,3,,,,,,5.94012,43.108873
2023-1116953,2023-01-11,000001,Vente,273200,21,,RUE RICHELIEU,6245,83100,83137,Toulon,83,,,83137000CH0107,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,126,5.95215,43.124455
2023-1116954,2023-01-12,000001,Vente,53200,107,,CRS LAFAYETTE,4230,83000,83137,Toulon,83,,,83137000CM0124,,,33,30,,,,,,,,,1,2,Appartement,45,2,,,,,,5.933932,43.120453
2023-1116955,2023-01-19,000001,Vente,255000,190,,AV DU PORT DE PLAISANCE,5907,83000,83137,Toulon,83,,,83137000BY0215,,,112,,113,,,,,,,,2,2,Appartement,149,4,,,,,,5.931869,43.113393
2023-1116955,2023-01-19,000001,Vente,255000,190,,AV DU PORT DE PLAISANCE,5907,83000,83137,Toulon,83,,,83137000BY0215,,,112,,113,,,,,,,,2,3,Dépendance,,0,,,,,,5.931869,43.113393
2023-1116955,2023-01-19,000001,Vente,255000,190,,AV DU PORT DE PLAISANCE,5907,83000,83137,Toulon,83,,,83137000BY0215,,,112,,113,,,,,,,,2,3,Dépendance,,0,,,,,,5.931869,43.113393
2023-1116956,2023-01-12,000001,Vente,54000,107,,CRS LAFAYETTE,4230,83000,83137,Toulon,83,,,83137000CM0124,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.933932,43.120453
2023-1116956,2023-01-12,000001,Vente,54000,107,,CRS LAFAYETTE,4230,83000,83137,Toulon,83,,,83137000CM0124,,,24,43.8,,,,,,,,,1,2,Appartement,40,2,,,,,,5.933932,43.120453
2023-1116957,2023-01-12,000001,Vente,88800,107,,CRS LAFAYETTE,4230,83000,83137,Toulon,83,,,83137000CM0124,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.933932,43.120453
2023-1116957,2023-01-12,000001,Vente,88800,107,,CRS LAFAYETTE,4230,83000,83137,Toulon,83,,,83137000CM0124,,,34,75.7,,,,,,,,,1,2,Appartement,70,3,,,,,,5.933932,43.120453
2023-1116959,2023-01-09,000001,Vente,135000,9001,,LE COLBERT,A208,83200,83137,Toulon,83,,,83137000CX0428,,,10,,38,55.1,,,,,,,2,2,Appartement,56,3,,,,,,5.912034,43.129956
2023-1116959,2023-01-09,000001,Vente,135000,9001,,LE COLBERT,A208,83200,83137,Toulon,83,,,83137000CX0428,,,10,,38,55.1,,,,,,,2,3,Dépendance,,0,,,,,,5.912034,43.129956
